NomeProduto,Categoria,Preco,Origem,QuantidadeVendida,Litros,ImpactoAmbiental
Hiper Oxigênio Puro Essencial,Oxigênio Líquido,221.0,Importado Especial,1316,46.14,2.69
Hiper Oxigênio Puro Poderoso,Oxigênio Líquido,209.0,Internacional,1684,10.99,0.81
Essencial Oxigênio Puro Puro,Oxigênio Líquido,222.0,Importado Especial,902,34.87,9.44
Mega Oxigênio Puro Verde,Hidrogênio Gasoso,200.0,Importado Especial,523,,9.31
Exclusivo Oxigênio Puro Verde,Oxigênio Gasoso,190.0,Importado,469,,5.8
Super Oxigênio Puro Extra,Hidrogênio Líquido,167.0,Importado Exclusivo,1237,98.67,9.56
Essencial Oxigênio Puro Avançado,Hidrogênio Gasoso,197.0,Internacional,115,,1.1
Avançado Oxigênio Puro Extra,Oxigênio Gasoso,229.0,Nacional Premium,1445,,4.98
Super Oxigênio Puro Poderoso,Oxigênio Líquido,213.0,Nacional Premium,961,45.6,7.68
Hiper Oxigênio Puro Poderoso,Hidrogênio Gasoso,209.0,Importado Especial,1387,,8.15
Mega Oxigênio Puro Premium,Oxigênio Líquido,202.0,Importado Exclusivo,1580,46.36,9.81
Avançado Oxigênio Puro Verde,Oxigênio Gasoso,200.0,Internacional,1762,,9.37
Mega Oxigênio Puro Essencial,Hidrogênio Líquido,169.0,Internacional,1226,94.91,3.9
Essencial Oxigênio Puro Verde,Hidrogênio Líquido,207.0,Importado Especial,1690,87.07,3.91
Plus Oxigênio Puro Puro,Hidrogênio Gasoso,173.0,Nacional Premium,323,,4.33
Exclusivo Oxigênio Puro Avançado,Hidrogênio Gasoso,222.0,Nacional Premium,1751,,4.05
Exclusivo Oxigênio Puro Natural,Hidrogênio Líquido,220.0,Importado,323,66.17,6.67
Exclusivo Oxigênio Puro Extra,Oxigênio Gasoso,175.0,Nacional Premium,455,,2.06
Mega Oxigênio Puro Puro,Hidrogênio Líquido,227.0,Nacional Premium,265,65.15,8.9
Ultra Oxigênio Puro Verde,Hidrogênio Líquido,174.0,Importado Exclusivo,597,77.58,1.17
Avançado Oxigênio Puro Verde,Oxigênio Gasoso,170.0,Nacional Premium,1455,,9.48
Ultra Oxigênio Puro Verde,Hidrogênio Líquido,175.0,Importado,458,70.56,9.57
Avançado Oxigênio Puro Eficiente,Hidrogênio Gasoso,182.0,Importado Exclusivo,841,,9.77
Mega Oxigênio Puro Natural,Hidrogênio Gasoso,185.0,Importado,1846,,5.77
Ultra Oxigênio Puro Essencial,Hidrogênio Líquido,170.0,Nacional Premium,644,92.45,6.74
Super Oxigênio Puro Eficiente,Oxigênio Líquido,222.0,Nacional Premium,932,75.07,0.6
Ultra Oxigênio Puro Verde,Oxigênio Gasoso,230.0,Importado,846,,1.72
Avançado Oxigênio Puro Poderoso,Oxigênio Gasoso,229.0,Local,178,,6.06
Avançado Oxigênio Puro Natural,Hidrogênio Gasoso,179.0,Importado Exclusivo,1879,,8.81
Super Oxigênio Puro Puro,Hidrogênio Líquido,201.0,Internacional,153,65.36,3.31
Super Oxigênio Puro Natural,Hidrogênio Líquido,177.0,Importado,1589,43.01,6.14
Essencial Oxigênio Puro Eficiente,Hidrogênio Gasoso,202.0,Importado Exclusivo,705,,3.23
Mega Oxigênio Puro Poderoso,Hidrogênio Gasoso,197.0,Nacional Premium,882,,2.84
Essencial Oxigênio Puro Eficiente,Oxigênio Gasoso,166.0,Importado Exclusivo,274,,3.52
Max Oxigênio Puro Puro,Hidrogênio Líquido,225.0,Importado Especial,1572,66.58,1.16
Max Oxigênio Puro Natural,Hidrogênio Gasoso,170.0,Nacional Premium,1067,,6.73
Essencial Oxigênio Puro Essencial,Hidrogênio Líquido,181.0,Importado,196,45.5,2.83
Max Oxigênio Puro Extra,Oxigênio Líquido,175.0,Importado Exclusivo,259,58.7,7.64
Super Oxigênio Puro Premium,Hidrogênio Líquido,203.0,Nacional Premium,1735,77.43,8.75
Super Oxigênio Puro Premium,Oxigênio Líquido,228.0,Importado,1501,57.9,3.26
Exclusivo Oxigênio Puro Poderoso,Oxigênio Gasoso,224.0,Nacional Premium,1222,,9.98
Super Oxigênio Puro Eficiente,Hidrogênio Gasoso,174.0,Nacional Premium,181,,3.63
Avançado Oxigênio Puro Poderoso,Oxigênio Líquido,170.0,Importado Especial,199,20.16,3.64
Plus Oxigênio Puro Poderoso,Hidrogênio Líquido,197.0,Internacional,229,27.02,2.08
Plus Oxigênio Puro Eficiente,Oxigênio Líquido,179.0,Internacional,248,27.94,8.06
Avançado Oxigênio Puro Eficiente,Hidrogênio Gasoso,165.0,Importado Exclusivo,559,,4.88
Exclusivo Oxigênio Puro Extra,Oxigênio Gasoso,202.0,Importado Especial,138,,7.07
Avançado Oxigênio Puro Essencial,Oxigênio Líquido,217.0,Importado Especial,842,55.8,7.73
Essencial Oxigênio Puro Natural,Hidrogênio Gasoso,213.0,Internacional,1669,,8.92
Max Oxigênio Puro Essencial,Oxigênio Líquido,177.0,Importado Especial,1634,79.18,7.54
Max Oxigênio Puro Premium,Hidrogênio Gasoso,213.0,Nacional Premium,1915,,9.86
Ultra Oxigênio Puro Poderoso,Oxigênio Gasoso,183.0,Importado Especial,1572,,3.35
Plus Oxigênio Puro Premium,Hidrogênio Gasoso,165.0,Internacional,530,,3.78
Ultra Oxigênio Puro Poderoso,Oxigênio Gasoso,217.0,Importado Exclusivo,53,,7.67
Hiper Oxigênio Puro Eficiente,Hidrogênio Líquido,182.0,Nacional Premium,1842,42.39,0.08
Max Oxigênio Puro Extra,Hidrogênio Líquido,175.0,Internacional,283,63.56,6.47
Avançado Oxigênio Puro Eficiente,Hidrogênio Líquido,203.0,Nacional Premium,865,47.12,9.71
Avançado Oxigênio Puro Poderoso,Oxigênio Gasoso,183.0,Importado Especial,1133,,8.28
Plus Oxigênio Puro Premium,Hidrogênio Gasoso,214.0,Local,356,,5.46
Plus Oxigênio Puro Puro,Hidrogênio Líquido,229.0,Importado Especial,1845,49.11,4.58
Super Oxigênio Puro Premium,Oxigênio Gasoso,161.0,Importado Especial,861,,8.86
Essencial Oxigênio Puro Puro,Oxigênio Líquido,229.0,Importado,1346,8.01,9.31
Essencial Oxigênio Puro Poderoso,Oxigênio Líquido,205.0,Nacional Premium,1441,20.46,5.23
Hiper Oxigênio Puro Puro,Hidrogênio Líquido,203.0,Importado Especial,1344,51.32,7.78
Essencial Oxigênio Puro Premium,Hidrogênio Líquido,191.0,Nacional Premium,1118,40.35,1.89
Exclusivo Oxigênio Puro Verde,Hidrogênio Líquido,191.0,Importado,1133,46.21,1.38
Mega Oxigênio Puro Extra,Hidrogênio Gasoso,210.0,Importado Exclusivo,535,,5.97
Max Oxigênio Puro Verde,Oxigênio Gasoso,163.0,Importado,56,,6.96
Max Oxigênio Puro Puro,Oxigênio Líquido,205.0,Importado Exclusivo,151,63.28,6.51
Plus Oxigênio Puro Eficiente,Oxigênio Líquido,163.0,Local,344,5.56,5.51
Ultra Oxigênio Puro Premium,Oxigênio Gasoso,213.0,Importado,1706,,4.22
Essencial Oxigênio Puro Essencial,Oxigênio Gasoso,205.0,Internacional,1757,,4.67
Super Oxigênio Puro Verde,Hidrogênio Gasoso,217.0,Internacional,790,,6.2
Super Oxigênio Puro Premium,Oxigênio Gasoso,190.0,Importado Exclusivo,441,,0.6
Mega Oxigênio Puro Natural,Hidrogênio Líquido,175.0,Importado Exclusivo,1040,58.04,6.07
Ultra Oxigênio Puro Poderoso,Hidrogênio Líquido,200.0,Local,1214,8.11,6.3
Exclusivo Oxigênio Puro Extra,Oxigênio Líquido,182.0,Local,524,35.25,6.88
Hiper Oxigênio Puro Premium,Hidrogênio Gasoso,194.0,Internacional,1224,,1.78
Mega Oxigênio Puro Puro,Hidrogênio Gasoso,212.0,Internacional,897,,7.95
Essencial Oxigênio Puro Eficiente,Hidrogênio Líquido,164.0,Nacional Premium,1481,78.42,3.92
Exclusivo Oxigênio Puro Extra,Oxigênio Líquido,171.0,Internacional,681,60.66,6.27
Exclusivo Oxigênio Puro Poderoso,Oxigênio Líquido,191.0,Nacional Premium,266,73.86,6.44
Mega Oxigênio Puro Avançado,Hidrogênio Líquido,177.0,Importado Especial,1944,75.92,8.82
Plus Oxigênio Puro Premium,Oxigênio Gasoso,169.0,Local,501,,7.38
Essencial Oxigênio Puro Verde,Hidrogênio Gasoso,189.0,Nacional Premium,1243,,3.79
Mega Oxigênio Puro Avançado,Oxigênio Líquido,188.0,Importado,1523,5.39,3.15
Exclusivo Oxigênio Puro Natural,Oxigênio Líquido,196.0,Internacional,622,94.49,3.09
Max Oxigênio Puro Essencial,Oxigênio Líquido,160.0,Local,654,65.7,2.09
Super Oxigênio Puro Extra,Hidrogênio Gasoso,203.0,Importado Especial,1840,,0.53
Plus Oxigênio Puro Natural,Hidrogênio Líquido,219.0,Importado Exclusivo,952,40.26,2.08
Hiper Oxigênio Puro Premium,Oxigênio Líquido,218.0,Local,1923,24.7,8.76
Super Oxigênio Puro Eficiente,Oxigênio Gasoso,224.0,Importado Exclusivo,1103,,4.84
Ultra Oxigênio Puro Eficiente,Oxigênio Líquido,196.0,Nacional Premium,524,10.61,9.31
Mega Oxigênio Puro Natural,Hidrogênio Gasoso,221.0,Importado Exclusivo,1829,,6.18
Exclusivo Oxigênio Puro Extra,Hidrogênio Gasoso,183.0,Local,55,,9.52
Avançado Oxigênio Puro Avançado,Hidrogênio Líquido,202.0,Importado Exclusivo,1846,69.46,8.13
Avançado Oxigênio Puro Premium,Oxigênio Gasoso,201.0,Internacional,75,,4.75
Mega Oxigênio Puro Essencial,Oxigênio Líquido,161.0,Importado,1593,72.42,5.36
Mega Oxigênio Puro Premium,Hidrogênio Gasoso,199.0,Internacional,737,,0.73
Hiper Oxigênio Puro Poderoso,Oxigênio Gasoso,169.0,Nacional Premium,1140,,7.29
Max Oxigênio Puro Verde,Hidrogênio Gasoso,199.0,Internacional,1358,,9.23
Super Oxigênio Puro Natural,Oxigênio Gasoso,197.0,Importado Exclusivo,1579,,6.9
Max Oxigênio Puro Puro,Oxigênio Líquido,167.0,Internacional,1933,66.74,2.3
Ultra Oxigênio Puro Essencial,Oxigênio Gasoso,183.0,Local,1051,,0.24
Exclusivo Oxigênio Puro Natural,Hidrogênio Líquido,230.0,Importado Especial,1144,84.08,9.85
Essencial Oxigênio Puro Essencial,Oxigênio Gasoso,190.0,Importado,383,,1.97
Exclusivo Oxigênio Puro Extra,Oxigênio Gasoso,193.0,Nacional Premium,300,,4.41
Max Oxigênio Puro Puro,Oxigênio Gasoso,178.0,Internacional,954,,4.7
Mega Oxigênio Puro Premium,Hidrogênio Líquido,161.0,Nacional Premium,623,71.85,5.51
Super Oxigênio Puro Essencial,Oxigênio Líquido,222.0,Importado Especial,963,39.24,2.05
Ultra Oxigênio Puro Natural,Hidrogênio Líquido,211.0,Local,66,97.46,4.63
Super Oxigênio Puro Poderoso,Hidrogênio Gasoso,192.0,Importado Exclusivo,1400,,6.11
Ultra Oxigênio Puro Verde,Oxigênio Gasoso,202.0,Importado Especial,1161,,5.97
Mega Oxigênio Puro Premium,Hidrogênio Gasoso,223.0,Internacional,255,,7.04
Mega Oxigênio Puro Verde,Hidrogênio Líquido,199.0,Internacional,121,20.81,0.49
Max Oxigênio Puro Natural,Hidrogênio Gasoso,200.0,Importado Especial,1038,,9.93
Ultra Oxigênio Puro Essencial,Oxigênio Líquido,204.0,Nacional Premium,588,16.85,0.34
Super Oxigênio Puro Verde,Oxigênio Gasoso,168.0,Internacional,1711,,3.29
Max Oxigênio Puro Premium,Oxigênio Líquido,210.0,Local,1052,61.06,6.42
Plus Oxigênio Puro Premium,Oxigênio Líquido,216.0,Nacional Premium,1119,10.1,1.88
Ultra Oxigênio Puro Poderoso,Hidrogênio Líquido,184.0,Importado Exclusivo,211,74.02,1.01
Mega Oxigênio Puro Avançado,Oxigênio Gasoso,191.0,Importado,108,,1.3
Super Oxigênio Puro Poderoso,Oxigênio Gasoso,214.0,Local,373,,0.48
Mega Oxigênio Puro Extra,Oxigênio Gasoso,218.0,Local,1574,,2.77
Avançado Oxigênio Puro Essencial,Hidrogênio Líquido,201.0,Nacional Premium,507,54.8,7.33
Plus Oxigênio Puro Extra,Hidrogênio Líquido,165.0,Importado Especial,1708,90.19,1.11
Essencial Oxigênio Puro Verde,Hidrogênio Gasoso,166.0,Importado Especial,322,,3.38
Max Oxigênio Puro Puro,Oxigênio Líquido,224.0,Nacional Premium,1293,70.07,5.68
Ultra Oxigênio Puro Premium,Oxigênio Líquido,179.0,Internacional,469,91.56,1.56
Ultra Oxigênio Puro Eficiente,Oxigênio Líquido,227.0,Importado Especial,1827,56.25,0.07
Essencial Oxigênio Puro Essencial,Hidrogênio Líquido,208.0,Importado,1719,98.1,0.24
Hiper Oxigênio Puro Eficiente,Hidrogênio Líquido,186.0,Importado Especial,356,27.66,0.12
Ultra Oxigênio Puro Natural,Hidrogênio Líquido,165.0,Internacional,551,8.86,0.91
Max Oxigênio Puro Avançado,Hidrogênio Gasoso,222.0,Local,623,,5.49
Mega Oxigênio Puro Extra,Hidrogênio Gasoso,210.0,Importado Exclusivo,725,,9.64
Essencial Oxigênio Puro Puro,Hidrogênio Gasoso,161.0,Local,1209,,5.91
Mega Oxigênio Puro Eficiente,Hidrogênio Líquido,228.0,Importado Especial,189,90.59,4.9
Super Oxigênio Puro Avançado,Hidrogênio Líquido,178.0,Importado Exclusivo,746,54.89,4.66
Exclusivo Oxigênio Puro Premium,Oxigênio Gasoso,169.0,Local,1608,,7.14
Avançado Oxigênio Puro Verde,Oxigênio Gasoso,196.0,Importado Especial,367,,8.99
Plus Oxigênio Puro Premium,Hidrogênio Líquido,189.0,Importado,1630,31.77,4.94
Exclusivo Oxigênio Puro Puro,Oxigênio Líquido,200.0,Local,1889,10.58,3.03
Max Oxigênio Puro Premium,Hidrogênio Gasoso,165.0,Internacional,1539,,1.5
Hiper Oxigênio Puro Puro,Hidrogênio Líquido,206.0,Local,1715,29.3,8.94
Plus Oxigênio Puro Essencial,Hidrogênio Líquido,174.0,Importado Especial,1463,25.17,9.41
Exclusivo Oxigênio Puro Puro,Hidrogênio Líquido,173.0,Local,1151,24.13,8.68
Avançado Oxigênio Puro Natural,Oxigênio Gasoso,176.0,Local,1533,,0.77
Ultra Oxigênio Puro Eficiente,Hidrogênio Líquido,171.0,Nacional Premium,725,35.16,8.83
Plus Oxigênio Puro Extra,Oxigênio Líquido,169.0,Nacional Premium,1116,61.52,8.63
Avançado Oxigênio Puro Natural,Oxigênio Líquido,175.0,Local,1258,24.62,3.12
Max Oxigênio Puro Poderoso,Hidrogênio Líquido,174.0,Nacional Premium,1249,71.89,3.28
Mega Oxigênio Puro Eficiente,Hidrogênio Líquido,202.0,Internacional,952,61.61,1.46
Avançado Oxigênio Puro Eficiente,Hidrogênio Líquido,194.0,Importado Especial,66,74.15,1.66
Essencial Oxigênio Puro Essencial,Oxigênio Líquido,176.0,Importado,1112,8.02,0.09
Avançado Oxigênio Puro Essencial,Oxigênio Gasoso,230.0,Importado,111,,4.74
Avançado Oxigênio Puro Poderoso,Oxigênio Líquido,203.0,Importado,500,96.5,6.01
Avançado Oxigênio Puro Natural,Oxigênio Líquido,178.0,Importado Exclusivo,1649,29.59,1.34
Max Oxigênio Puro Avançado,Hidrogênio Gasoso,216.0,Importado,1040,,2.04
Mega Oxigênio Puro Eficiente,Oxigênio Gasoso,183.0,Importado,229,,7.21
Avançado Oxigênio Puro Premium,Hidrogênio Líquido,174.0,Local,1526,95.29,1.52
Exclusivo Oxigênio Puro Puro,Hidrogênio Líquido,172.0,Nacional Premium,501,75.94,2.13
Max Oxigênio Puro Natural,Oxigênio Gasoso,198.0,Importado Exclusivo,1246,,0.63
Essencial Oxigênio Puro Avançado,Oxigênio Líquido,207.0,Importado Especial,1222,24.94,6.01
Max Oxigênio Puro Puro,Hidrogênio Líquido,195.0,Importado,1940,48.38,9.41
Avançado Oxigênio Puro Eficiente,Oxigênio Líquido,192.0,Internacional,1422,46.2,1.34
Avançado Oxigênio Puro Premium,Hidrogênio Gasoso,167.0,Importado Especial,1610,,8.75
Essencial Oxigênio Puro Essencial,Oxigênio Gasoso,221.0,Nacional Premium,954,,6.89
Hiper Oxigênio Puro Puro,Hidrogênio Líquido,225.0,Importado,1372,86.16,3.85
Super Oxigênio Puro Premium,Hidrogênio Gasoso,179.0,Nacional Premium,313,,8.18
Hiper Oxigênio Puro Puro,Hidrogênio Gasoso,188.0,Internacional,336,,6.49
Max Oxigênio Puro Poderoso,Oxigênio Gasoso,223.0,Importado,860,,4.18
Avançado Oxigênio Puro Essencial,Oxigênio Gasoso,202.0,Internacional,1554,,9.41
Max Oxigênio Puro Extra,Hidrogênio Gasoso,196.0,Importado Exclusivo,1131,,4.79
Exclusivo Oxigênio Puro Essencial,Oxigênio Gasoso,225.0,Importado Exclusivo,885,,9.92
Mega Oxigênio Puro Avançado,Oxigênio Gasoso,203.0,Importado Exclusivo,1928,,9.32
Hiper Oxigênio Puro Eficiente,Oxigênio Líquido,171.0,Nacional Premium,1043,61.19,1.44
Avançado Oxigênio Puro Verde,Oxigênio Líquido,185.0,Importado Especial,1109,53.6,7.43
Hiper Oxigênio Puro Eficiente,Hidrogênio Gasoso,229.0,Local,124,,9.85
Plus Oxigênio Puro Premium,Hidrogênio Líquido,196.0,Importado Especial,1303,13.47,6.69
Plus Oxigênio Puro Natural,Hidrogênio Gasoso,179.0,Internacional,1564,,2.05
Plus Oxigênio Puro Verde,Hidrogênio Gasoso,164.0,Importado,1089,,7.95
Exclusivo Oxigênio Puro Poderoso,Oxigênio Líquido,206.0,Importado Especial,1335,45.98,8.27
Plus Oxigênio Puro Avançado,Oxigênio Líquido,184.0,Internacional,312,77.49,5.8
Ultra Oxigênio Puro Poderoso,Oxigênio Líquido,188.0,Internacional,738,92.31,2.86
Ultra Oxigênio Puro Poderoso,Hidrogênio Líquido,223.0,Importado,1223,8.24,4.23
Super Oxigênio Puro Natural,Oxigênio Líquido,200.0,Nacional Premium,429,34.69,2.79
Avançado Oxigênio Puro Verde,Oxigênio Gasoso,199.0,Local,1138,,2.14
Exclusivo Oxigênio Puro Eficiente,Hidrogênio Gasoso,185.0,Importado Especial,228,,7.55
Essencial Oxigênio Puro Natural,Hidrogênio Gasoso,210.0,Importado Exclusivo,207,,6.7
Plus Oxigênio Puro Verde,Oxigênio Gasoso,204.0,Importado Exclusivo,184,,1.31
Super Oxigênio Puro Puro,Oxigênio Gasoso,197.0,Importado Especial,602,,2.94
Ultra Oxigênio Puro Natural,Hidrogênio Líquido,206.0,Nacional Premium,1909,45.86,3.06
Hiper Oxigênio Puro Eficiente,Oxigênio Gasoso,212.0,Nacional Premium,1173,,0.07
Essencial Oxigênio Puro Eficiente,Hidrogênio Gasoso,226.0,Internacional,1976,,4.5
Ultra Oxigênio Puro Avançado,Oxigênio Gasoso,211.0,Nacional Premium,1360,,8.68
Exclusivo Oxigênio Puro Verde,Oxigênio Gasoso,172.0,Internacional,1163,,5.42
Super Oxigênio Puro Essencial,Oxigênio Gasoso,185.0,Nacional Premium,598,,2.41
Plus Oxigênio Puro Essencial,Hidrogênio Líquido,167.0,Importado,1841,40.45,3.81
Ultra Oxigênio Puro Avançado,Oxigênio Líquido,167.0,Importado Exclusivo,388,60.52,3.85
Plus Oxigênio Puro Natural,Hidrogênio Líquido,207.0,Internacional,1438,29.95,0.01
Hiper Oxigênio Puro Avançado,Hidrogênio Gasoso,162.0,Nacional Premium,1305,,7.81
Ultra Oxigênio Puro Essencial,Oxigênio Gasoso,229.0,Importado,824,,2.42
Mega Oxigênio Puro Premium,Oxigênio Líquido,209.0,Importado Exclusivo,1635,90.85,8.63
Mega Oxigênio Puro Avançado,Hidrogênio Gasoso,196.0,Importado Exclusivo,1352,,4.62
Ultra Oxigênio Puro Premium,Hidrogênio Gasoso,227.0,Local,981,,3.94
Essencial Oxigênio Puro Poderoso,Hidrogênio Líquido,202.0,Internacional,1837,90.63,2.68
Super Oxigênio Puro Verde,Hidrogênio Líquido,161.0,Importado,518,44.55,3.19
Plus Oxigênio Puro Premium,Hidrogênio Líquido,197.0,Local,1687,11.24,5.58
Plus Oxigênio Puro Natural,Hidrogênio Gasoso,176.0,Importado Exclusivo,954,,2.56
Avançado Oxigênio Puro Extra,Oxigênio Líquido,212.0,Importado Exclusivo,505,19.33,3.74
Mega Oxigênio Puro Premium,Hidrogênio Líquido,184.0,Internacional,75,77.74,5.73
Hiper Oxigênio Puro Poderoso,Hidrogênio Líquido,170.0,Importado Exclusivo,1790,45.07,0.09
Plus Oxigênio Puro Extra,Hidrogênio Líquido,167.0,Importado Especial,974,31.13,4.77
Hiper Oxigênio Puro Puro,Hidrogênio Gasoso,192.0,Local,1212,,2.89
Essencial Oxigênio Puro Eficiente,Oxigênio Líquido,190.0,Importado Especial,841,82.58,8.0
Ultra Oxigênio Puro Extra,Hidrogênio Gasoso,195.0,Importado Exclusivo,1232,,0.24
Plus Oxigênio Puro Premium,Oxigênio Líquido,185.0,Importado Exclusivo,266,62.54,9.85
Ultra Oxigênio Puro Puro,Oxigênio Líquido,174.0,Internacional,820,71.1,2.71
Hiper Oxigênio Puro Natural,Hidrogênio Líquido,185.0,Importado Especial,496,7.7,4.51
Exclusivo Oxigênio Puro Poderoso,Hidrogênio Gasoso,193.0,Importado Especial,1254,,9.31
Exclusivo Oxigênio Puro Puro,Oxigênio Gasoso,221.0,Importado,1180,,6.94
Super Oxigênio Puro Verde,Hidrogênio Líquido,225.0,Internacional,1164,76.09,0.58
Exclusivo Oxigênio Puro Extra,Hidrogênio Líquido,204.0,Importado,345,15.25,5.4
Ultra Oxigênio Puro Verde,Oxigênio Gasoso,162.0,Importado Exclusivo,802,,4.15
Hiper Oxigênio Puro Essencial,Hidrogênio Gasoso,195.0,Importado,1978,,0.83
Hiper Oxigênio Puro Premium,Hidrogênio Líquido,176.0,Local,1489,27.82,6.73
Super Oxigênio Puro Puro,Oxigênio Gasoso,199.0,Importado,67,,8.39
Avançado Oxigênio Puro Poderoso,Hidrogênio Gasoso,193.0,Nacional Premium,132,,8.32
Ultra Oxigênio Puro Natural,Oxigênio Líquido,189.0,Nacional Premium,906,65.62,8.94
Exclusivo Oxigênio Puro Avançado,Hidrogênio Gasoso,161.0,Importado,218,,8.83
Super Oxigênio Puro Avançado,Oxigênio Gasoso,177.0,Internacional,1672,,4.17
Hiper Oxigênio Puro Poderoso,Oxigênio Gasoso,162.0,Internacional,358,,8.3
Mega Oxigênio Puro Avançado,Hidrogênio Líquido,195.0,Importado Especial,1324,34.44,7.4
Ultra Oxigênio Puro Essencial,Oxigênio Gasoso,218.0,Nacional Premium,1754,,1.02
Exclusivo Oxigênio Puro Avançado,Hidrogênio Gasoso,222.0,Importado Exclusivo,997,,0.57
Exclusivo Oxigênio Puro Extra,Oxigênio Gasoso,225.0,Importado Exclusivo,1715,,7.47
Max Oxigênio Puro Extra,Oxigênio Gasoso,211.0,Importado Exclusivo,179,,9.2
Hiper Oxigênio Puro Puro,Hidrogênio Gasoso,196.0,Internacional,1228,,1.1
Hiper Oxigênio Puro Natural,Hidrogênio Gasoso,223.0,Nacional Premium,888,,8.98
Max Oxigênio Puro Premium,Oxigênio Líquido,168.0,Importado Especial,163,73.46,1.66
Max Oxigênio Puro Puro,Hidrogênio Líquido,172.0,Nacional Premium,154,28.23,2.19
Ultra Oxigênio Puro Avançado,Oxigênio Gasoso,222.0,Importado,182,,0.84
Hiper Oxigênio Puro Poderoso,Oxigênio Gasoso,206.0,Importado Exclusivo,1434,,3.31
Mega Oxigênio Puro Premium,Hidrogênio Líquido,228.0,Nacional Premium,1630,85.68,5.73
Avançado Oxigênio Puro Extra,Hidrogênio Gasoso,228.0,Local,780,,4.95
Mega Oxigênio Puro Natural,Oxigênio Gasoso,161.0,Importado,1091,,3.02
Avançado Oxigênio Puro Essencial,Hidrogênio Líquido,190.0,Importado,625,28.84,4.5
Ultra Oxigênio Puro Natural,Oxigênio Líquido,173.0,Importado Exclusivo,780,26.12,1.76
Super Oxigênio Puro Natural,Oxigênio Gasoso,189.0,Importado Exclusivo,563,,9.12
Plus Oxigênio Puro Extra,Oxigênio Líquido,184.0,Nacional Premium,155,55.67,2.31
Hiper Oxigênio Puro Avançado,Oxigênio Gasoso,222.0,Nacional Premium,770,,9.42
Hiper Oxigênio Puro Puro,Hidrogênio Gasoso,196.0,Internacional,888,,2.19
Avançado Oxigênio Puro Eficiente,Hidrogênio Líquido,210.0,Internacional,242,61.92,2.44
Super Oxigênio Puro Poderoso,Hidrogênio Gasoso,196.0,Importado Exclusivo,1468,,5.87
Mega Oxigênio Puro Verde,Hidrogênio Líquido,162.0,Local,1316,46.56,3.89
Plus Oxigênio Puro Natural,Oxigênio Líquido,205.0,Importado,1184,96.85,9.2
Exclusivo Oxigênio Puro Avançado,Hidrogênio Gasoso,173.0,Internacional,968,,0.48
Essencial Oxigênio Puro Poderoso,Oxigênio Gasoso,174.0,Importado,61,,6.39
Ultra Oxigênio Puro Puro,Hidrogênio Líquido,228.0,Nacional Premium,365,36.83,7.26
